ro;komponen;kegiatan;mak;detail;modal;week;01-Jan;02-Feb;03-Mar;04-Apr;05-May;06-Jun;07-Jul;08-Aug;09-Sep;10-Oct;11-Nov;12-Dec
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522141 - Belanja Sewa;Sewa Mesin Fotocopy;PNP;2;;;;1200000;1200000;1200000;;;1200000;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522141 - Belanja Sewa;Sewa Mesin Fotocopy;PNP;3;;;;;;;1200000;;;1200000;;1200000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522141 - Belanja Sewa;Sewa Mesin Fotocopy;PNP;4;;;;;;;;1200000;;;1200000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522192 - Belanja Jasa - Penanganan Pandemi COVID-19;Pemeriksaan Swab Antigen;RM;1;;;2340000;;;2340000;;;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522192 - Belanja Jasa - Penanganan Pandemi COVID-20;Pemeriksaan Swab Antigen;RM;2;;;;2340000;2340000;;1170000;1170000;1170000;1170000;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522192 - Belanja Jasa - Penanganan Pandemi COVID-21;Pemeriksaan Swab PCR;RM;3;;885000;885000;;885000;;;;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522192 - Belanja Jasa - Penanganan Pandemi COVID-22;Pemeriksaan Swab PCR;RM;4;;;885000;;;885000;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Storage Gdrive;RM;1;;;500000;500000;;;500000;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Zoom;RM;2;;4000000;2000000;2000000;2000000;2000000;2000000;2000000;2000000;2000000;2000000;2000000
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Biaya Langganan Multimedia;RM;3;;;2500000;1500000;600000;1000000;600000;470000;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Paket Data Dit. SPO;RM;4;;;10000000;10000000;10000000;10000000;10000000;10000000;10000000;10000000;15000000;15000000
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Langganan Firewall Subsite;RM;2;;;;;;900000;150000;150000;150000;150000;150000;150000
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-19;Paket Data Dit. SPO selain Es II;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-20;Paket Data Dit. SPO selain Es II;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-21;Paket Data Dit. SPO selain Es II;RM;3;;8052000;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-22;Paket Data Dit. SPO selain Es II;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;523121 - Belanja Pemeliharaan Peralatan dan Mesin;Pemeliharaan PC/Notebook;RM;1;;;;1460000;;1460000;;1460000;;;1460000;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;523121 - Belanja Pemeliharaan Peralatan dan Mesin;Pemeliharaan PC/Notebook;RM;2;;;1460000;;1460000;;1460000;;1460000;1460000;;1460000
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;523121 - Belanja Pemeliharaan Peralatan dan Mesin;Pemeliharaan Printer;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.D - Pengelolaan Data dan Informasi pada Direktorat Standardisasi Pangan Olahan;523121 - Belanja Pemeliharaan Peralatan dan Mesin;Pemeliharaan Printer;RM;4;;;690000;;;;;;;690000;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;521115 - Belanja Honor Operasional Satuan Kerja;Pengelola BMN;RM;1;;;;;;;;;;;;300000
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;521115 - Belanja Honor Operasional Satuan Kerja;Pengelola BMN;RM;2;;;;;;300000;;;300000;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;521115 - Belanja Honor Operasional Satuan Kerja;Pengelola BMN;RM;3;;600000;;300000;300000;;;300000;;300000;300000;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;521115 - Belanja Honor Operasional Satuan Kerja;Pengelola BMN;RM;4;;;300000;;;;300000;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber Sosialisasi;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber Sosialisasi;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber Sosialisasi;RM;3;;;;;;;;1800000;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber Sosialisasi;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Fullday;RM;1;;;;;;19918000;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Fullday;RM;2;;;;;;5720000;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Fullday;RM;3;;;;;;6900000;;;;;;
4130.AFA;4130.AFA.001.053;053.E - Monitoring dan Evaluasi Pelaksanaan Anggaran Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Fullday;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;521211 - Belanja Bahan;Konsumsi dan Pelaporan;RM;1;;;;3276000;;;;;;;;521000
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;521211 - Belanja Bahan;Konsumsi dan Pelaporan;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;521211 - Belanja Bahan;Konsumsi dan Pelaporan;RM;3;;;;;;;8600000;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;521211 - Belanja Bahan;Konsumsi dan Pelaporan;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pertemuan Lintas Sektor;RM;1;;;300000;9810000;300000;300000;9810000;300000;;300000;9810000;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pertemuan Lintas Sektor;RM;2;;;9810000;;9810000;9810000;300000;9810000;9810000;9810000;9810000;300000
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pertemuan Balai Sofifi;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pertemuan Balai Sofifi;RM;4;;;;;;;50867000;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524113 - Belanja Perjalanan Dinas Dalam Kota;Transpor Dalam Kota;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524113 - Belanja Perjalanan Dinas Dalam Kota;Transpor Dalam Kota;RM;2;;;450000;;;;450000;;;;450000;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524113 - Belanja Perjalanan Dinas Dalam Kota;Transpor Dalam Kota;RM;3;;;;450000;;450000;;450000;;450000;450000;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524113 - Belanja Perjalanan Dinas Dalam Kota;Transpor Dalam Kota;RM;4;;;;;450000;;;;450000;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;UH dan UT dalam Kota;RM;1;;;560000;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;UH dan UT dalam Kota;RM;2;;;;560000;560000;;;;;560000;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;UH dan UT dalam Kota;RM;3;;;;;;;560000;560000;560000;;840000;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;UH dan UT dalam Kota;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;UH dan UT luar Kota;RM;1;;;1000000;;2000000;2000000;;1000000;1000000;1000000;;1000000
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;UH dan UT luar Kota;RM;2;;;210000;;210000;210000;;210000;315000;210000;;210000
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;UH dan UT luar Kota;RM;3;;;;;;6750000;;;;;;
4130.AFA;4130.AFA.001.053;053.G - Perkuatan Jejaring Lintas Sektor dalam Rangka Standardisasi Pangan Olahan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;UH dan UT luar Kota;RM;4;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.A - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor Wasprod;PNP;1;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.A - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor Wasprod;PNP;2;;;;;;;;;;2500000;1635000;
4130.CAB;4130.CAB.001.053;053.A - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor Wasprod;PNP;3;;;;;;;;;;4050000;;
4130.CAB;4130.CAB.001.053;053.A - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor Wasprod;PNP;4;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.B - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor PMPU;PNP;1;;;;70000000;;;;;;;;
4130.CAB;4130.CAB.001.053;053.B - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor PMPU;PNP;2;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.B - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor PMPU;PNP;3;;;;;;;;;;91350000;;
4130.CAB;4130.CAB.001.053;053.B - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor PMPU;PNP;4;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.C - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor SPO;PNP;1;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.C - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor SPO;PNP;2;;;;;;;;;;;;
4130.CAB;4130.CAB.001.053;053.C - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor SPO;PNP;3;;;;;;5600000;;;;;;
4130.CAB;4130.CAB.001.053;053.C - Pengadaan Peralatan Fasilitas Perkantoran pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Fastor SPO;PNP;4;;;2800000;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.A - Pengadaan Perangkat Pengolah Data pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. SPO;PNP;1;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.A - Pengadaan Perangkat Pengolah Data pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. SPO;PNP;2;;;;157220000;;;;;;;;
4130.CAN;4130.CAN.001.051;051.A - Pengadaan Perangkat Pengolah Data pada Direktorat Standardisasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. SPO;PNP;3;;;;;6600000;25665000;;;;;;
4130.CAN;4130.CAN.001.051;051.A - Pengadaan Perangkat Pengolah Data pada Direktorat Standardisasi Pangan Olahan;532121 - Belanja Penambahan Nilai Peralatan dan Mesin;Ms. Office;PNP;4;;;;;;52115000;;;;;;
4130.CAN;4130.CAN.001.051;051.B - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasprod;PNP;1;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.B - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasprod;PNP;2;;;581882000;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.B - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Produksi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasprod;PNP;3;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.B - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Produksi Pangan Olahan;532121 - Belanja Penambahan Nilai Peralatan dan Mesin;Ms. Office;PNP;4;;;;;7333000;;;;;;42600000;
4130.CAN;4130.CAN.001.051;051.C - Pengadaan Perangkat Pengolah Data dalam rangka Pelayanan Publik Direktorat Registrasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. RPO;PNP;1;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.C - Pengadaan Perangkat Pengolah Data dalam rangka Pelayanan Publik Direktorat Registrasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. RPO;PNP;2;;;;185600000;;;;;;;;
4130.CAN;4130.CAN.001.051;051.C - Pengadaan Perangkat Pengolah Data dalam rangka Pelayanan Publik Direktorat Registrasi Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. RPO;PNP;3;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.C - Pengadaan Perangkat Pengolah Data dalam rangka Pelayanan Publik Direktorat Registrasi Pangan Olahan;532121 - Belanja Penambahan Nilai Peralatan dan Mesin;Ms. Office;PNP;4;;;;44400000;;;;;;;;
4130.CAN;4130.CAN.001.051;051.D - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Peredaran Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasdar;PNP;1;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.D - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Peredaran Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasdar;PNP;2;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.D - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Peredaran Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasdar;PNP;3;;;230000000;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.D - Pengadaan Perangkat Pengolah Data pada Direktorat Pengawasan Peredaran Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Ditwasdar;PNP;4;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.E - Pengadaan Perangkat Pengolah Data pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. PMPU;PNP;1;;;;;;;;;;;;
4130.CAN;4130.CAN.001.051;051.E - Pengadaan Perangkat Pengolah Data pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. PMPU;PNP;2;;;;;;;;;;75000000;20000000;
4130.CAN;4130.CAN.001.051;051.E - Pengadaan Perangkat Pengolah Data pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. PMPU;PNP;3;;;;;28350000;;;;;25300000;10000000;
4130.CAN;4130.CAN.001.051;051.E - Pengadaan Perangkat Pengolah Data pada Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan;532111 - Belanja Modal Peralatan dan Mesin;Pengadaan APD Dit. PMPU;PNP;4;;;;;;;;;;;;
